Zip,Latitude,Longitude
75101,32.267846,-96.6967
75779,31.794191,-95.661964
76085,32.847183,-97.6986
78704,30.246309,-97.76087
79913,31.93728,-106.572393
75229,32.895376,-96.85985
76828,32.023828,-99.23597
77007,29.772627,-95.40319
79062,36.004239,-101.54672
76957,31.359844,-100.206705
76049,32.440376,-97.72002
77014,29.979063,-95.47294
78142,28.52604,-97.78256
78738,30.340111,-97.98869
75016,32.767268,-96.777626
76385,34.146356,-99.214088
77320,30.805099,-95.50719
77449,29.825908,-95.7301
76651,32.175783,-96.88018
77353,30.180626,-95.70925
77989,28.997449,-97.153868
79942,31.694842,-106.299987
75947,31.373062,-93.821948
76557,31.29697,-97.38491
76691,31.783019,-97.07945
78727,30.425652,-97.71419
79831,30.349136,-103.69271
79259,34.391847,-100.40597
79329,33.701827,-101.69093
75839,31.627557,-95.53225
79093,36.280101,-101.04673
76137,32.86814,-97.28566
78467,27.777,-97.463213
78540,26.319405,-98.190922
78594,26.344765,-97.80031
78762,30.326374,-97.771258
79906,31.809263,-106.43081
78147,29.072412,-98.07786
79763,31.817344,-102.42315
76304,33.931024,-98.499077
76573,30.805512,-97.470456
76258,33.385645,-96.95213
76639,31.881324,-96.70164
77034,29.63643,-95.21789
77872,30.892212,-96.10346
78620,30.24108,-98.10753
79078,35.71177,-101.54716
75564,32.880182,-94.27725
78021,28.52856,-98.80845
76345,32.38253,-98.404816
78002,29.288108,-98.72878
79567,31.965685,-99.93471
75149,32.767329,-96.60759
75185,32.740332,-96.561846
79948,31.694842,-106.299987
75119,32.331239,-96.61962
76842,30.92753,-99.08975
78062,28.919999,-98.552942
78628,30.674349,-97.72338
77003,29.749278,-95.34741
77419,28.872088,-96.2316
78541,26.319427,-98.154881
79053,34.39174,-102.60242
79240,34.896396,-100.76721
77217,29.83399,-95.434241
77491,29.83399,-95.434241
75046,32.767268,-96.777626
76204,33.20743,-97.116282
77704,30.12355,-94.153941
78074,29.950969,-98.79093
78538,26.344688,-97.96961
78933,29.773128,-96.39342
79846,29.444333,-104.11628
88561,31.694842,-106.299987
78250,29.510204,-98.66784
76450,33.081863,-98.60091
78383,28.066598,-97.92891
78860,28.513787,-100.31647
76432,31.82741,-98.80286
76239,33.530807,-97.54944
77263,29.83399,-95.434241
78763,30.335398,-97.559807
79952,31.694842,-106.299987
78150,29.437532,-98.461582
78715,30.450088,-97.486509
77479,29.573345,-95.63213
78019,28.062471,-99.4289
76384,34.142094,-99.29649
75763,32.072339,-95.50433
76366,33.760814,-98.72148
76501,31.093215,-97.31086
77042,29.741565,-95.55996
76686,31.752538,-96.54327
77091,29.852975,-95.43586
78463,27.777,-97.463213
76549,31.084108,-97.79149
78871,29.763171,-101.230032
76801,31.73003,-99.00605
79258,34.071514,-101.30313
79607,32.417269,-99.82203
78480,27.777,-97.463213
79330,33.04993,-101.14146
79261,34.408268,-100.87132
77865,31.222211,-96.24043
78295,29.437532,-98.461582
79839,31.270689,-105.6653
78027,30.002501,-98.57124
78414,27.672334,-97.37051
77037,29.885451,-95.39552
78015,29.743603,-98.64854
78570,26.169728,-97.91232
78652,30.12848,-97.8438
79992,31.694842,-106.299987
75138,32.767268,-96.777626
88578,31.694842,-106.299987
78224,29.333436,-98.53934
78504,26.26273,-98.23082
76065,32.484094,-96.98672
76177,32.949819,-97.31406
88511,31.694842,-106.299987
75645,32.690553,-94.863311
79378,33.037656,-102.44248
79546,32.87144,-100.46635
75402,33.082411,-96.08977
75504,33.476552,-94.39495
78291,29.437532,-98.461582
78627,30.673597,-97.646143
79027,34.539266,-102.37108
75882,31.794191,-95.661964
77093,29.862024,-95.33967
77447,30.065152,-95.8144
75074,33.028921,-96.68102
77555,29.330501,-94.800238
78660,30.450122,-97.623
78745,30.207559,-97.79575
79323,32.976623,-102.84661
79749,32.255909,-101.81824
75440,32.882305,-95.73842
76420,33.036724,-98.595422
76710,31.535916,-97.18588
76373,34.147838,-99.11818
77974,28.897693,-97.29589
78049,27.732094,-99.505138
79997,31.694842,-106.299987
77068,30.007886,-95.48532
77293,29.83399,-95.434241
75252,32.998132,-96.79088
79602,32.40769,-99.72107
88536,31.694842,-106.299987
77663,30.520625,-94.43631
78850,29.334701,-99.33534
79052,34.356732,-101.76769
79538,32.011087,-99.63167
79930,31.803457,-106.45758
75275,32.767268,-96.777626
75507,33.393447,-94.340437
88542,31.694842,-106.299987
78536,26.421394,-98.848757
79925,31.782408,-106.36353
76675,31.416468,-96.81813
76832,30.98609,-98.67201
77004,29.728779,-95.3657
77517,29.382307,-95.12768
88584,31.694842,-106.299987
78759,30.406169,-97.75743
78201,29.466781,-98.52519
78665,30.219829,-98.358613
78774,30.326374,-97.771258
79741,31.983989,-102.64729
76306,33.942496,-98.51923
76936,30.860483,-100.53988
77726,30.111843,-94.190147
75011,32.767268,-96.777626
75202,32.77988,-96.80502
75641,32.382771,-94.57945
75163,32.17548,-96.10935
75392,32.767268,-96.777626
75550,33.530829,-94.90585
76862,31.445119,-99.70831
77344,30.78128,-95.59527
88557,31.694842,-106.299987
78561,26.561287,-97.429952
79106,35.204652,-101.88353
76902,31.39577,-100.68959
77482,29.035651,-95.89207
79734,30.626134,-103.98274
79998,31.694842,-106.299987
78578,26.080434,-97.25024
78963,29.930184,-97.0269
77074,29.689781,-95.51161
79705,32.029022,-102.08618
77612,30.433087,-93.96897
77030,29.704584,-95.40466
75978,31.502292,-94.52803
78133,29.883884,-98.25219
78258,29.649797,-98.50406
75076,33.818635,-96.69338
75182,32.803646,-96.56965
76108,32.762563,-97.48079
77707,30.065029,-94.18031
77065,29.927675,-95.60547
79528,33.238378,-100.57389
75378,32.767268,-96.777626
75249,32.639661,-96.95317
77650,29.43186,-94.68252
75604,32.523779,-94.80692
76265,33.701692,-97.53029
78851,30.075997,-101.95574
75449,33.427504,-95.95578
75606,32.369393,-94.616062
75858,31.369811,-95.09184
76051,32.93195,-97.08498
77226,29.83399,-95.434241
77864,30.956147,-95.91606
88530,31.694842,-106.299987
78674,30.674667,-97.59286
78779,30.326374,-97.771258
75754,32.412451,-95.66711
75110,32.078228,-96.44612
78130,29.699844,-98.10754
79123,35.401475,-101.895089
78298,29.437532,-98.461582
79061,35.534558,-100.44105
79336,33.609208,-102.41478
79768,31.869142,-102.542944
75146,32.590063,-96.75892
77267,29.83399,-95.434241
75766,31.953855,-95.25281
88546,31.694842,-106.299987
77367,30.848603,-95.39644
76429,32.74154,-98.67089
77454,29.553544,-96.22224
78761,30.326374,-97.771258
79953,31.694842,-106.299987
75566,33.157897,-94.50853
75644,32.727128,-94.9577
76050,32.27442,-97.19282
78045,27.648832,-99.53371
79512,32.368824,-100.93689
76680,31.190291,-96.81034
77385,30.18771,-95.43893
78746,30.287739,-97.8022
76848,30.847791,-99.52617
77444,29.29995,-95.79753
78293,29.437532,-98.461582
76201,33.226598,-97.13061
77021,29.695879,-95.3573
77488,29.307347,-96.09055
77963,28.685027,-97.40221
78373,27.818477,-97.07998
78659,30.210685,-97.11662
75053,32.767268,-96.777626
75428,33.25868,-95.91061
76039,32.858727,-97.08453
75236,32.685533,-96.91746
78972,30.31536,-97.663293
79320,33.861914,-102.67355
77090,30.012711,-95.45132
77422,29.011241,-95.58071
77870,31.050207,-96.42982
78154,29.577359,-98.2787
76226,33.105309,-97.16294
76443,32.103546,-99.17874
76578,30.55063,-97.24963
76890,31.685153,-98.77741
77979,28.604717,-96.63023
79563,32.442465,-99.87238
75485,33.362227,-96.46299
75488,33.76225,-96.00418
75680,32.00923,-94.71766
76014,32.694666,-97.08748
88565,31.694842,-106.299987
75668,32.920957,-94.69722
77837,30.993313,-96.6808
75144,32.120271,-96.22474
77262,29.83399,-95.434241
77362,30.152265,-95.67556
77656,30.390569,-94.18056
77802,30.655348,-96.34056
79117,35.308889,-101.843033
75930,31.340382,-94.02062
76178,32.771419,-97.291484
78605,30.760216,-98.03579
78730,30.359935,-97.83125
75284,32.767268,-96.777626
78121,29.351202,-98.11528
78379,27.299073,-97.78433
77855,31.134863,-96.11889
78950,29.909257,-96.49617
75455,33.166739,-94.9814
76644,31.897381,-97.64097
76886,31.349348,-100.494912
76556,30.702352,-96.85039
77661,29.780948,-94.390045
77325,29.83399,-95.434241
79035,34.631714,-102.72658
75051,32.728982,-97.00428
75943,31.654777,-94.90988
77441,29.685917,-95.91804
77987,29.347975,-96.900331
79054,35.444006,-100.80119
76637,31.771383,-97.82298
77426,30.132693,-96.25388
78269,29.437532,-98.461582
79404,33.549785,-101.82634
79416,33.591877,-101.94754
78734,30.378675,-97.95028
76632,31.287625,-97.06076
77445,30.096649,-96.06979
77565,29.541285,-95.02996
78568,26.190402,-97.542263
75397,32.767268,-96.777626
75788,31.825527,-94.91759
78047,27.564249,-99.471719
76874,30.480128,-100.1175
77038,29.917814,-95.44138
78404,27.770056,-97.4001
79226,34.971719,-100.90662
75651,32.6941,-94.54519
77369,30.480319,-94.75643
79975,31.694842,-106.299987
77532,29.920121,-95.07327
75206,32.826128,-96.7712
78014,28.43544,-99.21676
78654,30.566681,-98.30756
79710,31.869259,-102.031726
75166,33.022051,-96.43601
75560,33.189862,-94.37468
78953,29.846862,-97.3318
78595,26.272363,-98.5587
75049,32.767268,-96.777626
78352,27.973465,-97.68169
78381,28.013108,-97.09364
77451,29.447947,-96.0007
76463,32.493233,-98.41805
78586,26.111261,-97.63519
78739,30.17207,-97.87284
79847,31.820395,-105.30882
75235,32.828128,-96.84612
75601,32.505248,-94.73172
76490,32.95802,-98.01942
78576,26.24901,-98.45014
79730,31.17942,-103.03594
77627,29.974013,-93.99986
77713,30.090135,-94.2467
79708,31.869259,-102.031726
77364,30.756728,-95.20485
75126,32.745373,-96.46038
75652,32.194938,-94.75852
78505,26.409709,-98.224206
77050,29.896156,-95.28687
75663,32.386976,-94.895098
76526,31.295568,-97.582152
77440,28.887522,-96.14826
79380,33.733418,-102.33103
79834,29.321321,-103.21085
77374,30.378705,-94.64906
75669,32.03719,-94.57688
77337,29.83399,-95.434241
76303,33.897073,-98.459792
78143,29.248705,-97.84412
78725,30.231583,-97.60992
76372,33.224562,-98.86043
78251,29.466061,-98.67004
77720,29.847569,-94.129733
78634,30.540874,-97.54611
76225,33.360331,-97.69158
75153,32.142925,-96.32632
79830,30.011559,-103.56444
76630,31.337382,-97.22762
78772,30.326374,-97.771258
79124,35.244819,-101.95391
76424,32.761058,-98.92225
79036,35.625603,-101.61413
79550,32.747707,-100.9153
75187,32.767268,-96.777626
76088,32.842085,-97.90477
76485,32.779315,-97.805502
76665,31.922473,-97.69159
77002,29.755578,-95.36531
77807,30.68416,-96.46101
77838,30.513118,-96.618047
78221,29.326586,-98.50217
78552,26.195591,-97.75321
75142,32.574299,-96.30377
76208,33.198442,-97.06078
75792,32.476905,-95.13088
75563,33.005009,-94.37603
75127,32.68309,-95.79436
75159,32.628858,-96.53811
76634,31.798454,-97.52516
77978,28.672399,-96.55725
78057,29.047934,-99.0416
78952,29.896219,-96.943868
75070,33.212203,-96.67522
78213,29.510562,-98.52203
78230,29.539562,-98.55253
78384,27.683506,-98.38142
79733,32.110298,-101.3655
75015,32.767268,-96.777626
76667,31.669823,-96.48721
77580,29.856137,-94.842939
76073,33.122273,-97.71691
76271,33.469076,-96.91632
77085,29.621746,-95.48695
77215,29.83399,-95.434241
77443,29.346878,-96.19287
75570,33.465282,-94.41954
76904,31.344515,-100.47217
77280,29.83399,-95.434241
77327,30.35469,-95.04514
77995,29.254632,-97.13046
78676,30.022492,-98.13294
75381,32.767268,-96.777626
78343,27.60549,-97.78572
78657,30.538867,-98.36511
75482,33.143752,-95.60102
75702,32.360498,-95.3071
76246,33.41798,-97.46457
76299,33.20743,-97.116282
76903,31.468911,-100.4387
79056,36.232046,-100.27971
77064,29.923638,-95.55919
78163,29.758619,-98.44199
78883,29.671077,-99.34384
75962,31.699494,-94.607432
76707,31.552266,-97.15957
77044,29.88277,-95.16782
77053,29.596666,-95.45981
77302,30.238563,-95.38927
75480,33.04314,-95.19302
75932,31.067439,-93.61936
75020,33.754053,-96.57867
75388,32.767268,-96.777626
75851,31.104197,-95.46434
76543,31.113828,-97.69246
76712,31.514067,-97.23546
77259,29.83399,-95.434241
77372,30.220237,-95.16723
78512,26.232613,-98.348534
78478,27.777,-97.463213
79232,33.773871,-100.61443
76524,31.279614,-97.22336
77396,29.951621,-95.26785
79519,32.043108,-99.70865
76150,32.771419,-97.291484
77452,29.849283,-96.313271
75496,33.350543,-96.05705
75884,31.794191,-95.661964
76210,33.143186,-97.088337
76230,33.54007,-97.88575
75212,32.78238,-96.86945
76883,29.956952,-100.227509
78123,29.598103,-98.04346
79312,34.017448,-102.3858
79993,31.694842,-106.299987
77220,29.83399,-95.434241
79070,36.336972,-100.82966
73344,30.326374,-97.771258
75835,31.315837,-95.47393
75030,32.91747,-96.534737
76711,31.520296,-97.15099
78280,29.437532,-98.461582
78760,30.326374,-97.771258
79782,32.09023,-101.81691
76022,32.831228,-97.14593
78613,30.501272,-97.83087
78782,30.326374,-97.771258
76115,32.680333,-97.33579
75422,33.146779,-95.93998
76692,31.975949,-97.35499
77054,29.683865,-95.39772
78718,30.326374,-97.771258
79521,33.147497,-99.70246
75041,32.881525,-96.64601
75109,32.03049,-96.383005
75825,31.64775,-95.082239
78249,29.569934,-98.61282
78618,30.486818,-99.17526
78243,29.437532,-98.461582
79757,31.566763,-103.014646
88574,31.694842,-106.299987
76702,31.547516,-97.14433
77626,30.203996,-93.886646
78361,27.17199,-98.73083
78579,26.087777,-97.9719
76061,32.502674,-97.16347
78789,30.326374,-97.771258
76102,32.75388,-97.32987
88545,31.694842,-106.299987
79058,35.837775,-101.892846
75035,33.130086,-96.78177
77071,29.647637,-95.51718
76682,31.475763,-96.9179
75353,32.767268,-96.777626
76123,32.623807,-97.37548
76906,31.372754,-100.495114
77999,29.495537,-94.961797
79643,30.711061,-101.215979
75407,33.14572,-96.49664
75638,33.02583,-94.72481
76263,33.487842,-97.421155
75264,32.767268,-96.777626
79042,34.759887,-101.83116
76627,32.122106,-97.41864
75148,32.183649,-96.01862
75637,32.102729,-94.493543
75104,32.588536,-96.94949
77006,29.741878,-95.38944
78941,29.719856,-97.1249
79233,34.545031,-100.43729
79945,31.694842,-106.299987
79001,35.2195,-102.71795
79532,32.409433,-100.71285
79785,31.306912,-103.79377
75205,32.836094,-96.79524
76018,32.65392,-97.08724
76798,31.547466,-97.11997
76958,31.663529,-100.71789
75435,33.507909,-95.31828
75974,31.943273,-94.24291
